#cur_kf_id,numAddedSmartF,numAddedImuF,numAddedNoMotionF,numAddedConstantF,numAddedBetweenStereoF,state_size,landmark_count
72,313,1,0,0,0,78,2331
73,294,1,0,0,0,78,2366
74,308,1,0,0,0,78,2401
75,290,1,0,0,0,78,2436
76,305,1,0,0,0,78,2471
77,302,1,0,0,0,78,2506
78,310,1,0,0,0,78,2541
79,293,1,0,0,0,78,2576
80,310,1,0,0,0,78,2611
81,293,1,0,0,0,78,2646
82,298,1,0,0,0,78,2681
83,308,1,0,0,0,78,2716
84,291,1,0,0,0,78,2716
85,289,1,0,0,0,78,2751
86,315,1,0,0,0,78,2821
87,305,1,0,0,0,78,2856
88,292,1,0,0,0,78,2856
89,312,1,0,0,0,78,2891
90,294,1,0,0,0,78,2891
91,305,1,0,0,0,78,2961
92,310,1,0,0,0,78,3031
93,290,1,0,0,0,78,3066
94,295,1,0,0,0,78,3100
95,293,1,0,0,0,78,3135
96,290,1,0,0,0,78,3205
97,304,1,0,0,0,78,3239
98,283,1,0,0,0,78,3239
99,302,1,0,0,0,78,3272
100,291,1,0,0,0,78,3307
101,315,1,0,0,0,78,3412
102,292,1,0,0,0,78,3482
103,287,1,0,0,0,78,3552
104,316,1,0,0,0,78,3622
105,316,1,0,0,0,78,3657
106,285,1,0,0,0,78,3657
107,300,1,0,0,0,78,3692
108,291,1,0,0,0,78,3692
109,291,1,0,0,0,78,3727
110,316,1,0,0,0,78,3762
111,284,1,0,0,0,78,3762
112,301,1,0,0,0,78,3797
113,291,1,0,0,0,78,3832
114,303,1,0,0,0,78,3867
115,297,1,0,0,0,78,3902
116,302,1,0,0,0,78,3937
117,297,1,0,0,0,78,4007
118,289,1,0,0,0,78,4042
119,288,1,0,0,0,78,4112
120,310,1,0,0,0,78,4182
121,303,1,0,0,0,78,4287
122,286,1,0,0,0,78,4322
123,292,1,0,0,0,78,4392
124,284,1,0,0,0,78,4427
125,284,1,0,0,0,78,4497
126,307,1,0,0,0,78,4567
127,314,1,0,0,0,78,4637
128,297,1,0,0,0,78,4672
129,307,1,0,0,0,78,4742
130,288,1,0,0,0,78,4777
131,292,1,0,0,0,78,4882
132,310,1,0,0,0,78,4952
133,310,1,0,0,0,78,5022
134,284,1,0,0,0,78,5057
135,290,1,0,0,0,78,5127
136,293,1,0,0,0,78,5162
137,303,1,0,0,0,78,5232
138,292,1,0,0,0,78,5267
139,283,1,0,0,0,78,5337
140,289,1,0,0,0,78,5372
141,297,1,0,0,0,78,5441
142,311,1,0,0,0,78,5476
143,306,1,0,0,0,78,5546
144,308,1,0,0,0,78,5581
145,302,1,0,0,0,78,5651
146,289,1,0,0,0,78,5686
147,288,1,0,0,0,78,5756
148,305,1,0,0,0,78,5826
149,311,1,0,0,0,78,5931
150,300,1,0,0,0,78,5966
151,285,1,0,0,0,78,6001
152,309,1,0,0,0,78,6071
153,300,1,0,0,0,78,6141
154,285,1,0,0,0,78,6176
155,304,1,0,0,0,78,6246
156,302,1,0,0,0,78,6281
157,291,1,0,0,0,78,6351
158,308,1,0,0,0,78,6421
159,308,1,0,0,0,78,6490
160,302,1,0,0,0,78,6525
161,298,1,0,0,0,78,6559
162,295,1,0,0,0,78,6592
163,292,1,0,0,0,78,6626
164,307,1,0,0,0,78,6694
165,292,1,0,0,0,78,6763
166,314,1,0,0,0,78,6831
167,316,1,0,0,0,78,6865
168,284,1,0,0,0,78,6865
169,300,1,0,0,0,78,6935
170,289,1,0,0,0,78,7005
171,316,1,0,0,0,78,7110
172,283,1,0,0,0,78,7180
173,301,1,0,0,0,78,7250
174,305,1,0,0,0,78,7320
175,309,1,0,0,0,78,7355
176,305,1,0,0,0,78,7390
177,303,1,0,0,0,78,7425
178,313,1,0,0,0,78,7495
179,316,1,0,0,0,78,7530
180,306,1,0,0,0,78,7565
181,302,1,0,0,0,78,7600
182,290,1,0,0,0,78,7635
183,300,1,0,0,0,78,7705
184,305,1,0,0,0,78,7740
185,314,1,0,0,0,78,7775
186,288,1,0,0,0,78,7775
187,301,1,0,0,0,78,7845
188,317,1,0,0,0,78,7880
189,287,1,0,0,0,78,7880
190,306,1,0,0,0,78,7915
191,293,1,0,0,0,78,7950
192,312,1,0,0,0,78,7985
193,310,1,0,0,0,78,8020
194,317,1,0,0,0,78,8055
195,307,1,0,0,0,78,8090
196,313,1,0,0,0,78,8125
197,284,1,0,0,0,78,8159
198,295,1,0,0,0,78,8194
199,300,1,0,0,0,78,8228
200,298,1,0,0,0,78,8263
201,296,1,0,0,0,78,8298
202,295,1,0,0,0,78,8333
203,311,1,0,0,0,78,8403
204,308,1,0,0,0,78,8438
205,313,1,0,0,0,78,8473
206,286,1,0,0,0,78,8473
207,296,1,0,0,0,78,8508
208,316,1,0,0,0,78,8578
209,304,1,0,0,0,78,8648
210,311,1,0,0,0,78,8683
211,300,1,0,0,0,78,8753
212,309,1,0,0,0,78,8823
213,301,1,0,0,0,78,8893
214,305,1,0,0,0,78,8963
215,300,1,0,0,0,78,9033
216,309,1,0,0,0,78,9101
217,292,1,0,0,0,78,9171
218,306,1,0,0,0,78,9240
219,288,1,0,0,0,78,9310
220,300,1,0,0,0,78,9379
221,310,1,0,0,0,78,9447
222,315,1,0,0,0,78,9517
223,289,1,0,0,0,78,9552
224,281,1,0,0,0,78,9620
225,288,1,0,0,0,78,9725
226,297,1,0,0,0,78,9828
227,296,1,0,0,0,78,9932
228,300,1,0,0,0,78,10000
229,312,1,0,0,0,78,10102
230,290,1,0,0,0,78,10137
231,296,1,0,0,0,78,10172
232,292,1,0,0,0,78,10207
233,286,1,0,0,0,78,10242
234,291,1,0,0,0,78,10277
235,296,1,0,0,0,78,10347
236,307,1,0,0,0,78,10417
237,300,1,0,0,0,78,10486
238,299,1,0,0,0,78,10555
239,295,1,0,0,0,78,10624
240,306,1,0,0,0,78,10658
241,307,1,0,0,0,78,10692
242,307,1,0,0,0,78,10727
243,297,1,0,0,0,78,10762
244,293,1,0,0,0,78,10797
245,315,1,0,0,0,78,10867
246,311,1,0,0,0,78,10902
247,286,1,0,0,0,78,10937
248,293,1,0,0,0,78,10972
249,283,1,0,0,0,78,11007
250,303,1,0,0,0,78,11042
251,302,1,0,0,0,78,11077
252,313,1,0,0,0,78,11112
253,308,1,0,0,0,78,11147
254,291,1,0,0,0,78,11147
255,295,1,0,0,0,78,11182
256,291,1,0,0,0,78,11217
257,309,1,0,0,0,78,11287
258,313,1,0,0,0,78,11427
259,290,1,0,0,0,78,11427
260,302,1,0,0,0,78,11462
261,298,1,0,0,0,78,11497
262,317,1,0,0,0,78,11532
263,295,1,0,0,0,78,11532
264,287,1,0,0,0,78,11567
265,305,1,0,0,0,78,11637
266,317,1,0,0,0,78,11672
267,297,1,0,0,0,78,11707
268,307,1,0,0,0,78,11742
269,291,1,0,0,0,78,11777
270,297,1,0,0,0,78,11812
271,307,1,0,0,0,78,11882
272,293,1,0,0,0,78,11917
273,286,1,0,0,0,78,11952
274,287,1,0,0,0,78,11987
275,305,1,0,0,0,78,12057
276,303,1,0,0,0,78,12092
277,285,1,0,0,0,78,12127
278,288,1,0,0,0,78,12197
279,308,1,0,0,0,78,12267
280,305,1,0,0,0,78,12337
281,287,1,0,0,0,78,12372
282,292,1,0,0,0,78,12407
283,309,1,0,0,0,78,12442
284,299,1,0,0,0,78,12477
285,316,1,0,0,0,78,12512
286,312,1,0,0,0,78,12547
287,283,1,0,0,0,78,12547
288,301,1,0,0,0,78,12615
289,307,1,0,0,0,78,12648
290,295,1,0,0,0,78,12682
291,310,1,0,0,0,78,12750
292,317,1,0,0,0,78,12820
293,303,1,0,0,0,78,12890
294,290,1,0,0,0,78,12925
295,315,1,0,0,0,78,12994
296,297,1,0,0,0,78,13028
297,283,1,0,0,0,78,13063
298,284,1,0,0,0,78,13097
299,310,1,0,0,0,78,13166
300,296,1,0,0,0,78,13201
301,308,1,0,0,0,78,13236
302,283,1,0,0,0,78,13271
303,293,1,0,0,0,78,13306
304,286,1,0,0,0,78,13341
305,284,1,0,0,0,78,13375
306,301,1,0,0,0,78,13443
307,290,1,0,0,0,78,13477
308,285,1,0,0,0,78,13511
309,294,1,0,0,0,78,13545
310,290,1,0,0,0,78,13580
311,295,1,0,0,0,78,13613
312,286,1,0,0,0,78,13647
313,282,1,0,0,0,78,13680
314,304,1,0,0,0,78,13746
315,299,1,0,0,0,78,13779
316,292,1,0,0,0,78,13812
317,291,1,0,0,0,78,13845
318,300,1,0,0,0,78,13909
319,309,1,0,0,0,78,13972
320,310,1,0,0,0,78,14038
321,309,1,0,0,0,78,14071
322,306,1,0,0,0,78,14103
323,304,1,0,0,0,78,14135
324,305,1,0,0,0,78,14170
325,287,1,0,0,0,78,14205
326,297,1,0,0,0,78,14239
327,302,1,0,0,0,78,14272
328,307,1,0,0,0,78,14305
329,306,1,0,0,0,78,14338
330,313,1,0,0,0,78,14371
331,303,1,0,0,0,78,14404
332,294,1,0,0,0,78,14437
333,307,1,0,0,0,78,14470
334,308,1,0,0,0,78,14503
335,313,1,0,0,0,78,14537
336,289,1,0,0,0,78,14572
337,288,1,0,0,0,78,14607
338,310,1,0,0,0,78,14677
339,297,1,0,0,0,78,14712
340,287,1,0,0,0,78,14747
341,290,1,0,0,0,78,14782
342,289,1,0,0,0,78,14817
343,304,1,0,0,0,78,14886
344,299,1,0,0,0,78,14920
345,289,1,0,0,0,78,14954
346,291,1,0,0,0,78,14989
347,295,1,0,0,0,78,15024
348,305,1,0,0,0,78,15058
349,309,1,0,0,0,78,15092
350,311,1,0,0,0,78,15126
351,289,1,0,0,0,78,15160
352,284,1,0,0,0,78,15194
353,308,1,0,0,0,78,15263
354,313,1,0,0,0,78,15297
355,290,1,0,0,0,78,15331
356,315,1,0,0,0,78,15399
357,307,1,0,0,0,78,15469
358,303,1,0,0,0,78,15504
359,289,1,0,0,0,78,15539
360,290,1,0,0,0,78,15573
361,291,1,0,0,0,78,15608
362,295,1,0,0,0,78,15643
363,288,1,0,0,0,78,15678
364,285,1,0,0,0,78,15713
365,287,1,0,0,0,78,15748
366,292,1,0,0,0,78,15783
367,314,1,0,0,0,78,15851
368,312,1,0,0,0,78,15886
369,311,1,0,0,0,78,15956
370,299,1,0,0,0,78,15991
371,288,1,0,0,0,78,16026
372,293,1,0,0,0,78,16061
373,316,1,0,0,0,78,16131
374,295,1,0,0,0,78,16166
375,315,1,0,0,0,78,16236
376,314,1,0,0,0,78,16271
377,302,1,0,0,0,78,16306
378,300,1,0,0,0,78,16341
379,286,1,0,0,0,78,16376
380,289,1,0,0,0,78,16411
381,287,1,0,0,0,78,16446
382,299,1,0,0,0,78,16481
383,285,1,0,0,0,78,16516
384,289,1,0,0,0,78,16551
385,300,1,0,0,0,78,16621
386,288,1,0,0,0,78,16656
387,297,1,0,0,0,78,16726
388,299,1,0,0,0,78,16761
389,301,1,0,0,0,78,16831
390,300,1,0,0,0,78,16866
391,298,1,0,0,0,78,16936
392,299,1,0,0,0,78,17006
393,285,1,0,0,0,78,17076
394,291,1,0,0,0,78,17111
395,290,1,0,0,0,78,17181
396,314,1,0,0,0,78,17251
397,305,1,0,0,0,78,17321
398,284,1,0,0,0,78,17356
399,292,1,0,0,0,78,17391
400,303,1,0,0,0,78,17461
401,308,1,0,0,0,78,17531
402,303,1,0,0,0,78,17566
403,290,1,0,0,0,78,17636
404,292,1,0,0,0,78,17671
405,288,1,0,0,0,78,17706
406,285,1,0,0,0,78,17741
407,317,1,0,0,0,78,17811
408,299,1,0,0,0,78,17846
409,314,1,0,0,0,78,17916
410,292,1,0,0,0,78,17951
411,300,1,0,0,0,78,18021
412,288,1,0,0,0,78,18056
413,290,1,0,0,0,78,18091
414,298,1,0,0,0,78,18126
415,305,1,0,0,0,78,18196
416,295,1,0,0,0,78,18231
417,286,1,0,0,0,78,18266
418,285,1,0,0,0,78,18301
419,315,1,0,0,0,78,18371
420,289,1,0,0,0,78,18371
421,298,1,0,0,0,78,18406
422,292,1,0,0,0,78,18441
423,287,1,0,0,0,78,18476
424,284,1,0,0,0,78,18511
425,303,1,0,0,0,78,18581
426,295,1,0,0,0,78,18616
427,295,1,0,0,0,78,18651
428,317,1,0,0,0,78,18721
429,294,1,0,0,0,78,18756
430,311,1,0,0,0,78,18826
431,311,1,0,0,0,78,18861
432,304,1,0,0,0,78,18896
433,294,1,0,0,0,78,18966
434,295,1,0,0,0,78,19036
435,299,1,0,0,0,78,19071
436,293,1,0,0,0,78,19106
437,288,1,0,0,0,78,19176
438,296,1,0,0,0,78,19246
439,283,1,0,0,0,78,19281
440,293,1,0,0,0,78,19316
441,307,1,0,0,0,78,19386
442,299,1,0,0,0,78,19421
443,292,1,0,0,0,78,19456
444,290,1,0,0,0,78,19526
445,303,1,0,0,0,78,19631
446,310,1,0,0,0,78,19701
447,304,1,0,0,0,78,19806
448,309,1,0,0,0,78,19911
449,315,1,0,0,0,78,19981
450,310,1,0,0,0,78,20051
451,306,1,0,0,0,78,20121
452,309,1,0,0,0,78,20156
453,283,1,0,0,0,78,20191
454,284,1,0,0,0,78,20260
455,313,1,0,0,0,78,20365
456,296,1,0,0,0,78,20400
457,306,1,0,0,0,78,20470
458,294,1,0,0,0,78,20505
459,312,1,0,0,0,78,20575
460,293,1,0,0,0,78,20609
461,287,1,0,0,0,78,20679
462,305,1,0,0,0,78,20749
463,292,1,0,0,0,78,20819
464,311,1,0,0,0,78,20889
465,300,1,0,0,0,78,20959
466,317,1,0,0,0,78,21029
467,317,1,0,0,0,78,21099
468,309,1,0,0,0,78,21134
469,303,1,0,0,0,78,21169
470,304,1,0,0,0,78,21204
471,304,1,0,0,0,78,21344
472,291,1,0,0,0,78,21379
473,307,1,0,0,0,78,21414
474,283,1,0,0,0,78,21414
475,295,1,0,0,0,78,21484
476,292,1,0,0,0,78,21519
477,298,1,0,0,0,78,21554
478,313,1,0,0,0,78,21589
479,283,1,0,0,0,78,21589
480,298,1,0,0,0,78,21659
481,309,1,0,0,0,78,21694
482,313,1,0,0,0,78,21729
483,314,1,0,0,0,78,21764
484,299,1,0,0,0,78,21764
485,307,1,0,0,0,78,21799
486,284,1,0,0,0,78,21799
487,292,1,0,0,0,78,21833
488,306,1,0,0,0,78,21867
489,301,1,0,0,0,78,21902
490,297,1,0,0,0,78,21937
491,290,1,0,0,0,78,21971
492,305,1,0,0,0,78,22006
493,294,1,0,0,0,78,22041
494,300,1,0,0,0,78,22076
495,301,1,0,0,0,78,22111
496,283,1,0,0,0,78,22111
497,310,1,0,0,0,78,22181
498,286,1,0,0,0,78,22181
499,287,1,0,0,0,78,22216
500,296,1,0,0,0,78,22251
501,293,1,0,0,0,78,22285
502,307,1,0,0,0,78,22319
503,306,1,0,0,0,78,22353
504,316,1,0,0,0,78,22388
505,295,1,0,0,0,78,22423
506,286,1,0,0,0,78,22458
507,284,1,0,0,0,78,22493
508,298,1,0,0,0,78,22528
509,288,1,0,0,0,78,22563
510,297,1,0,0,0,78,22598
511,306,1,0,0,0,78,22668
512,314,1,0,0,0,78,22703
513,286,1,0,0,0,78,22703
514,298,1,0,0,0,78,22738
515,315,1,0,0,0,78,22843
516,285,1,0,0,0,78,22843
517,290,1,0,0,0,78,22878
518,304,1,0,0,0,78,22913
519,303,1,0,0,0,78,22948
520,308,1,0,0,0,78,22983
521,306,1,0,0,0,78,23018
522,286,1,0,0,0,78,23018
523,292,1,0,0,0,78,23053
524,310,1,0,0,0,78,23088
525,314,1,0,0,0,78,23123
526,286,1,0,0,0,78,23123
527,288,1,0,0,0,78,23158
528,298,1,0,0,0,78,23193
529,304,1,0,0,0,78,23228
530,283,1,0,0,0,78,23228
531,290,1,0,0,0,78,23263
532,309,1,0,0,0,78,23298
533,304,1,0,0,0,78,23333
534,309,1,0,0,0,78,23368
535,317,1,0,0,0,78,23438
536,293,1,0,0,0,78,23438
537,291,1,0,0,0,78,23473
538,303,1,0,0,0,78,23508
539,315,1,0,0,0,78,23543
540,298,1,0,0,0,78,23543
541,290,1,0,0,0,78,23578
542,313,1,0,0,0,78,23613
543,283,1,0,0,0,78,23613
544,313,1,0,0,0,78,23683
545,284,1,0,0,0,78,23718
546,297,1,0,0,0,78,23753
547,284,1,0,0,0,78,23788
548,299,1,0,0,0,78,23823
549,313,1,0,0,0,78,23893
550,289,1,0,0,0,78,23893
551,298,1,0,0,0,78,23928
552,315,1,0,0,0,78,23963
553,297,1,0,0,0,78,23963
554,305,1,0,0,0,78,23998
555,314,1,0,0,0,78,24033
556,291,1,0,0,0,78,24033
557,284,1,0,0,0,78,24068
558,306,1,0,0,0,78,24103
559,306,1,0,0,0,78,24138
560,313,1,0,0,0,78,24173
561,301,1,0,0,0,78,24208
562,292,1,0,0,0,78,24243
563,295,1,0,0,0,78,24348
564,301,1,0,0,0,78,24383
565,313,1,0,0,0,78,24453
566,310,1,0,0,0,78,24523
567,313,1,0,0,0,78,24558
568,293,1,0,0,0,78,24558
569,293,1,0,0,0,78,24593
570,308,1,0,0,0,78,24628
571,306,1,0,0,0,78,24663
572,309,1,0,0,0,78,24698
573,310,1,0,0,0,78,24733
574,317,1,0,0,0,78,24768
575,292,1,0,0,0,78,24803
576,313,1,0,0,0,78,24838
577,289,1,0,0,0,78,24838
578,315,1,0,0,0,78,24873
579,296,1,0,0,0,78,24873
580,313,1,0,0,0,78,24908
581,288,1,0,0,0,78,24908
582,305,1,0,0,0,78,24943
583,306,1,0,0,0,78,24978
584,287,1,0,0,0,78,24978
585,300,1,0,0,0,78,25013
586,311,1,0,0,0,78,25048
587,286,1,0,0,0,78,25048
588,301,1,0,0,0,78,25083
589,298,1,0,0,0,78,25118
590,307,1,0,0,0,78,25153
591,310,1,0,0,0,78,25188
592,317,1,0,0,0,78,25223
593,290,1,0,0,0,78,25258
594,309,1,0,0,0,78,25328
595,290,1,0,0,0,78,25363
596,301,1,0,0,0,78,25398
597,305,1,0,0,0,78,25433
598,305,1,0,0,0,78,25468
599,284,1,0,0,0,78,25468
600,305,1,0,0,0,78,25503
601,284,1,0,0,0,78,25538
602,290,1,0,0,0,78,25573
603,297,1,0,0,0,78,25643
604,307,1,0,0,0,78,25678
605,302,1,0,0,0,78,25713
606,285,1,0,0,0,78,25748
607,317,1,0,0,0,78,25818
608,286,1,0,0,0,78,25818
609,291,1,0,0,0,78,25853
610,287,1,0,0,0,78,25888
611,290,1,0,0,0,78,25923
612,303,1,0,0,0,78,25958
613,309,1,0,0,0,78,25993
614,286,1,0,0,0,78,25993
615,314,1,0,0,0,78,26063
616,295,1,0,0,0,78,26063
617,291,1,0,0,0,78,26098
618,308,1,0,0,0,78,26133
619,314,1,0,0,0,78,26168
620,288,1,0,0,0,78,26168
621,317,1,0,0,0,78,26238
622,314,1,0,0,0,78,26273
623,305,1,0,0,0,78,26308
624,315,1,0,0,0,78,26343
625,302,1,0,0,0,78,26378
626,305,1,0,0,0,78,26413
627,299,1,0,0,0,78,26448
628,297,1,0,0,0,78,26483
629,298,1,0,0,0,78,26552
630,286,1,0,0,0,78,26587
631,283,1,0,0,0,78,26621
632,308,1,0,0,0,78,26691
633,308,1,0,0,0,78,26726
634,311,1,0,0,0,78,26761
635,289,1,0,0,0,78,26761
636,296,1,0,0,0,78,26796
637,310,1,0,0,0,78,26831
638,289,1,0,0,0,78,26866
639,304,1,0,0,0,78,26900
640,302,1,0,0,0,78,26935
641,308,1,0,0,0,78,26970
642,313,1,0,0,0,78,27005
643,285,1,0,0,0,78,27005
644,312,1,0,0,0,78,27075
645,311,1,0,0,0,78,27109
646,303,1,0,0,0,78,27144
647,313,1,0,0,0,78,27178
648,314,1,0,0,0,78,27213
649,283,1,0,0,0,78,27213
650,304,1,0,0,0,78,27283
651,285,1,0,0,0,78,27283
652,308,1,0,0,0,78,27385
653,299,1,0,0,0,78,27420
654,289,1,0,0,0,78,27490
655,293,1,0,0,0,78,27560
656,310,1,0,0,0,78,27629
657,301,1,0,0,0,78,27698
658,294,1,0,0,0,78,27767
659,296,1,0,0,0,78,27802
660,284,1,0,0,0,78,27837
661,283,1,0,0,0,78,27872
662,315,1,0,0,0,78,27977
663,302,1,0,0,0,78,28047
664,314,1,0,0,0,78,28152
665,310,1,0,0,0,78,28222
666,285,1,0,0,0,78,28257
667,312,1,0,0,0,78,28327
668,313,1,0,0,0,78,28432
669,313,1,0,0,0,78,28432
670,316,1,0,0,0,78,28467
671,298,1,0,0,0,78,28467
672,316,1,0,0,0,78,28572
673,283,1,0,0,0,78,28572
674,296,1,0,0,0,78,28642
675,296,1,0,0,0,78,28677
676,310,1,0,0,0,78,28782
677,283,1,0,0,0,78,28817
678,298,1,0,0,0,78,28887
679,311,1,0,0,0,78,28957
680,317,1,0,0,0,78,29027
681,292,1,0,0,0,78,29062
682,316,1,0,0,0,78,29167
683,306,1,0,0,0,78,29237
684,283,1,0,0,0,78,29342
685,294,1,0,0,0,78,29445
686,284,1,0,0,0,78,29582
687,288,1,0,0,0,78,29683
688,300,1,0,0,0,78,29818
689,285,1,0,0,0,78,29918
690,273,1,0,0,0,78,30045
691,296,1,0,0,0,78,30167
692,274,1,0,0,0,78,30281
693,286,1,0,0,0,78,30375
694,286,1,0,0,0,78,30497
695,287,1,0,0,0,78,30592
696,289,1,0,0,0,78,30684
697,290,1,0,0,0,78,30779
698,283,1,0,0,0,78,30877
699,294,1,0,0,0,78,30972
700,309,1,0,0,0,78,31073
701,305,1,0,0,0,78,31174
702,307,1,0,0,0,78,31277
703,297,1,0,0,0,78,31382
704,297,1,0,0,0,78,31486
705,293,1,0,0,0,78,31589
706,304,1,0,0,0,78,31724
707,312,1,0,0,0,78,31829
708,281,1,0,0,0,78,31930
709,295,1,0,0,0,78,32033
710,300,1,0,0,0,78,32168
711,307,1,0,0,0,78,32271
712,303,1,0,0,0,78,32375
713,293,1,0,0,0,78,32444
714,305,1,0,0,0,78,32549
715,301,1,0,0,0,78,32619
716,285,1,0,0,0,78,32689
717,285,1,0,0,0,78,32759
718,311,1,0,0,0,78,32829
719,300,1,0,0,0,78,32864
720,312,1,0,0,0,78,32934
721,311,1,0,0,0,78,33039
722,282,1,0,0,0,78,33108
723,310,1,0,0,0,78,33280
724,311,1,0,0,0,78,33416
725,281,1,0,0,0,78,33554
726,287,1,0,0,0,78,33692
727,307,1,0,0,0,78,33865
728,283,1,0,0,0,78,33968
729,316,1,0,0,0,78,34108
730,301,1,0,0,0,78,34178
731,311,1,0,0,0,78,34283
732,297,1,0,0,0,78,34318
733,305,1,0,0,0,78,34388
734,292,1,0,0,0,78,34423
735,297,1,0,0,0,78,34493
736,292,1,0,0,0,78,34528
737,316,1,0,0,0,78,34633
738,288,1,0,0,0,78,34668
739,293,1,0,0,0,78,34773
740,312,1,0,0,0,78,34843
741,304,1,0,0,0,78,34948
742,317,1,0,0,0,78,35018
743,294,1,0,0,0,78,35088
744,290,1,0,0,0,78,35123
745,296,1,0,0,0,78,35228
746,308,1,0,0,0,78,35298
747,305,1,0,0,0,78,35403
748,310,1,0,0,0,78,35473
749,312,1,0,0,0,78,35578
750,299,1,0,0,0,78,35648
751,310,1,0,0,0,78,35753
752,310,1,0,0,0,78,35823
753,290,1,0,0,0,78,35893
754,295,1,0,0,0,78,35963
755,303,1,0,0,0,78,36068
756,317,1,0,0,0,78,36173
757,314,1,0,0,0,78,36278
758,316,1,0,0,0,78,36348
759,283,1,0,0,0,78,36418
760,311,1,0,0,0,78,36523
761,312,1,0,0,0,78,36628
762,287,1,0,0,0,78,36663
763,288,1,0,0,0,78,36733
764,308,1,0,0,0,78,36838
765,304,1,0,0,0,78,36908
766,303,1,0,0,0,78,36978
767,310,1,0,0,0,78,37048
768,315,1,0,0,0,78,37118
769,314,1,0,0,0,78,37188
770,287,1,0,0,0,78,37223
771,312,1,0,0,0,78,37327
772,308,1,0,0,0,78,37432
773,291,1,0,0,0,78,37502
774,299,1,0,0,0,78,37572
775,301,1,0,0,0,78,37642
776,298,1,0,0,0,78,37712
777,291,1,0,0,0,78,37782
778,285,1,0,0,0,78,37852
779,309,1,0,0,0,78,37957
780,315,1,0,0,0,78,38062
781,288,1,0,0,0,78,38132
782,308,1,0,0,0,78,38272
783,298,1,0,0,0,78,38342
784,306,1,0,0,0,78,38446
785,311,1,0,0,0,78,38514
786,292,1,0,0,0,78,38583
787,300,1,0,0,0,78,38652
788,314,1,0,0,0,78,38722
789,300,1,0,0,0,78,38757
790,307,1,0,0,0,78,38827
791,308,1,0,0,0,78,38862
792,302,1,0,0,0,78,38932
793,305,1,0,0,0,78,39000
794,314,1,0,0,0,78,39070
795,295,1,0,0,0,78,39105
796,290,1,0,0,0,78,39140
797,301,1,0,0,0,78,39175
798,306,1,0,0,0,78,39245
799,302,1,0,0,0,78,39315
800,301,1,0,0,0,78,39385
801,295,1,0,0,0,78,39452
802,306,1,0,0,0,78,39555
803,291,1,0,0,0,78,39624
804,288,1,0,0,0,78,39693
805,297,1,0,0,0,78,39761
806,298,1,0,0,0,78,39862
807,297,1,0,0,0,78,39931
808,310,1,0,0,0,78,40033
809,293,1,0,0,0,78,40067
810,303,1,0,0,0,78,40136
811,288,1,0,0,0,78,40170
812,290,1,0,0,0,78,40239
813,283,1,0,0,0,78,40273
814,296,1,0,0,0,78,40373
815,308,1,0,0,0,78,40440
816,288,1,0,0,0,78,40510
